"CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập – Tự do – Hạnh phúc
71,1.004845.000.00.00.H12,Thủ tục đăng ký chấm dứt giám hộ,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
72,1.004837.000.00.00.H12,Thủ tục đăng ký giám hộ,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
73,1.004772.000.00.00.H12,"Thủ tục đăng ký khai sinh cho người đã có hồ sơ, giấy tờ cá nhân",1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
74,1.004746.000.00.00.H12,Thủ tục đăng ký lại kết hôn,1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
75,1.001193.000.00.00.H12,Thủ tục đăng ký khai sinh,1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,Tờ khai đăng ký khai sinh theo mẫu (nếu người có yêu cầu lựa chọn nộp hồ sơ theo hình thức trực tiếp hoặc gửi hồ sơ qua hệ thống bưu chính);,1.001193.000.00.00.H12/1.TKngkkhaisinh.docx,1.Tkngkkhaisinh.docx
76,1.000894.000.00.00.H12,Thủ tục đăng ký kết hôn,1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,Tờ khai cấp Giấy xác nhận tình trạng hôn nhân (nếu người có yêu cầu lựa chọn nộp hồ sơ theo hình thức trực tiếp);,1.000894.000.00.00.H12/19.TKcpGiyXNTTHNx,19.TKcpGiyXNTTHN.docx
77,1.000656.000.00.00.H12,Thủ tục đăng ký khai tử,1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,Tờ khai đăng ký khai tử theo mẫu (nếu người có yêu cầu lựa chọn nộp hồ sơ theo hình thức trực tiếp);,1.000656.000.00.00.H12/3.TKngkkhait.docx,3.TKngkkhait.docx
78,1.000593.000.00.00.H12,Thủ tục đăng ký kết hôn lưu động,1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
79,1.000419.000.00.00.H12,Thủ tục đăng ký khai tử lưu động,1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
80,1.003583.000.00.00.H12,Thủ tục đăng ký khai sinh lưu động,1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
81,1.001695.000.00.00.H12,"Thủ tục đăng ký khai sinh kết hợp đăng ký nhận cha, mẹ, con có yếu tố nước ngoài",1242/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
82,1.001022.000.00.00.H12,"Thủ tục đăng ký nhận cha, mẹ, con",1242/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,"Tờ khai đăng ký đăng ký nhận cha, mẹ, con theo mẫu (nếu người có yêu cầu lựa chọn nộp hồ sơ theo hình thức trực tiếp);",1.001022.000.00.00.H12/6.TKngknhnCMC.docx,6.TKngknhnCMC.docx
83,2.001023.000.00.00.H12,"Liên thông các thủ tục hành chính về đăng ký khai sinh, cấp Thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi",1374/QĐ-UBND,"Công dân Việt Nam; Cán bộ, công chức, viên chức",Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
84,2.000986.000.00.00.H12,"Liên thông thủ tục hành chính về đăng ký khai sinh, đăng ký thường trú, cấp thẻ bảo hiểm y tế cho trẻ em dưới 6 tuổi",1374/QĐ-UBND,Công dân Việt Nam,Hộ tịch (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
85,1.003141.000.00.00.H12,"Thẩm định đồ án, đồ án điều chỉnh quy hoạch chi tiết của dự án đầu tư xây dựng công trình theo hình thức kinh doanh thuộc thẩm quyền phê duyệt của UBND cấp xã",418/QĐ-UBND,Doanh nghiệp,"Quy hoạch xây dựng, kiến trúc (Bộ Xây dựng)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
86,1.002662.000.00.00.H12,"Thủ tục thẩm định nhiệm vụ, nhiệm vụ điều chỉnh quy hoạch chi tiết của dự án đầu tư xây dựng công trình theo hình thức kinh doanh thuộc thẩm quyền phê duyệt của UBND cấp xã",418/QĐ-UBND,"Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX)","Quy hoạch xây dựng, kiến trúc (Bộ Xây dựng)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
87,2.001035.000.00.00.H12,"Thủ tục chứng thực hợp đồng, giao dịch liên quan đến tài sản là động sản, quyền sử dụng đất, nhà ở",1315/QĐ-UBND,"Công dân Việt Nam; Doanh nghiệp; Tổ chức (không bao gồm doanh nghiệp, HTX)",Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
88,2.001019.000.00.00.H12,Thủ tục chứng thực di chúc,1315/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
89,2.001016.000.00.00.H12,Thủ tục chứng thực văn bản từ chối nhận di sản,1315/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
90,2.001406.000.00.00.H12,"Thủ tục chứng thực văn bản thỏa thuận phân chia di sản mà di sản là động sản, quyền sử dụng đất, nhà ở",1315/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
91,2.001009.000.00.00.H12,"Thủ tục chứng thực văn bản khai nhận di sản mà di sản là động sản, quyền sửa dụng đất, nhà ở",1315/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Chứng thực (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
92,2.002080.000.00.00.H12,Thủ tục thanh toán thù lao cho hòa giải viên,1547/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài,Phổ biến giáo dục pháp luật (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
93,2.000930.000.00.00.H12,Thủ tục thôi làm hòa giải viên (cấp xã),1547/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Phổ biến giáo dục pháp luật (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
94,2.000950.000.00.00.H12,Thủ tục công nhận tổ trưởng tổ hòa giải (cấp xã),1547/QĐ-UBND,Công dân Việt Nam,Phổ biến giáo dục pháp luật (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
95,2.001263.000.00.00.H12,Đăng ký việc nuôi con nuôi trong nước,1245/QĐ-UBND,Công dân Việt Nam,Nuôi con nuôi (Bộ Tư pháp),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
96,2.000355.000.00.00.H12,Đăng ký hoạt động đối với cơ sở trợ giúp xã hội dưới 10 đối tượng có hoàn cảnh khó khăn,1719/QĐ-UBND,"Tổ chức (không bao gồm doanh nghiệp, HTX)",Bảo trợ xã hội (Bộ Y tế),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
97,1.001699.000.00.00.H12,"Xác định, xác định lại mức độ khuyết tật và cấp Giấy xác nhận khuyết tật",679/QĐ-UBND,Công dân Việt Nam,Bảo trợ xã hội (Bộ Y tế),UBND tỉnh Cà Mau,Cấp Xã,Công khai,"Đơn đề nghị theo Mẫu số 01 ban hành kèm Thông tư số 01/2019/TT-BLĐTBXH (được sửa đổi, bổ sung tại Thông tư số 08/2023/TT-BLĐTBXH).",1.001699.000.00.00.H12/Mus01.docx,Mus01.docx
98,1.001653.000.00.00.H12,"Đổi, cấp lại Giấy xác nhận khuyết tật",679/QĐ-UBND,Công dân Việt Nam,Bảo trợ xã hội (Bộ Y tế),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
99,1.004082.000.00.00.H12,Xác nhận Hợp đồng tiếp cận nguồn gen và chia sẻ lợi ích (Cấp Xã),682/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Bảo tồn thiên nhiên và Đa dạng sinh học (Bộ Nông nghiệp và Môi trường),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
100,1.001662.000.00.00.H12,"Đăng ký khai thác, sử dụng nước dưới đất",1231/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Tài nguyên nước (Bộ Nông nghiệp và Môi trường),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
101,1.005412.000.00.00.H12,Phê duyệt đối tượng được hỗ trợ phí bảo hiểm nông nghiệp,0101/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Bảo hiểm (Bộ Tài chính),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
102,1.005144.000.00.00.H12,"Đề nghị miễn giảm học phí, hỗ trợ chi phí học tập, hỗ trợ tiền đóng học phí đối với người học tại các cơ sở giáo dục mầm non, giáo dục phổ thông, giáo dục thường xuyên, giáo dục nghề nghiệp và giáo dục đại học",1259/QĐ-UBND,Công dân Việt Nam,Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
103,2.000794.000.00.00.H12,Thủ tục công nhận câu lạc bộ thể thao cơ sở,178/QĐ-UBND,"Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX)","Thể dục thể thao (Bộ Văn hóa, Thể thao và Du lịch)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
104,1.003622.000.00.00.H12,Thủ tục thông báo tổ chức lễ hội cấp xã,496/QĐ-UBND,"Tổ chức (không bao gồm doanh nghiệp, HTX)","Văn hóa (Bộ Văn hóa, Thể thao và Du lịch)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
105,1.001731.000.00.00.H12,Hỗ trợ chi phí mai táng cho đối tượng bảo trợ xã hội,1719/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Bảo trợ xã hội (Bộ Y tế),UBND tỉnh Cà Mau,Cấp Xã,Công khai,"Tờ khai đề nghị hỗ trợ chi phí mai táng của cơ quan, tổ chức, hộ gia đình hoặc cá nhân đứng ra tổ chức mai táng cho đối tượng (theo Mẫu số 04 ban hành kèm theo Nghị định số 20/2021/NĐ-CP);",1.001731.000.00.00.H12/Mus04.docx,Mus04.docx
106,2.001661.000.00.00.H12,"Hỗ trợ học văn hóa, học nghề, trợ cấp khó khăn ban đầu cho nạn nhân",679/QĐ-UBND,Công dân Việt Nam,"Phòng, chống tệ nạn xã hội (Bộ Y tế)",UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
107,1.001612.000.00.00.H12,Đăng ký thành lập hộ kinh doanh,0146/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Thành lập và hoạt động doanh nghiệp (hộ kinh doanh) (Bộ Tài chính),UBND tỉnh Cà Mau,Cấp Bộ; Cấp Xã,Công khai,,,
108,2.000720.000.00.00.H12,Đăng ký thay đổi nội dung đăng ký hộ kinh doanh,0146/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Thành lập và hoạt động doanh nghiệp (hộ kinh doanh) (Bộ Tài chính),UBND tỉnh Cà Mau,Cấp Bộ; Cấp Xã,Công khai,,,
109,1.001570.000.00.00.H12,"Tạm ngừng kinh doanh, tiếp tục kinh doanh trước thời hạn đã thông báo của hộ kinh doanh",0146/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Thành lập và hoạt động doanh nghiệp (hộ kinh doanh) (Bộ Tài chính),UBND tỉnh Cà Mau,Cấp Bộ; Cấp Xã,Công khai,,,
110,1.001266.000.00.00.H12,Chấm dứt hoạt động hộ kinh doanh,0146/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Thành lập và hoạt động doanh nghiệp (hộ kinh doanh) (Bộ Tài chính),UBND tỉnh Cà Mau,Cấp Bộ; Cấp Xã,Công khai,,,
111,2.000575.000.00.00.H12,"Cấp lại Giấy chứng nhận đăng ký hộ kinh doanh, Cấp đổi sang Giấy chứng nhận đăng ký hộ kinh doanh",0146/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Thành lập và hoạt động doanh nghiệp (hộ kinh doanh) (Bộ Tài chính),UBND tỉnh Cà Mau,Cấp Bộ; Cấp Xã,Công khai,,,
112,1.005099.000.00.00.H12,Chuyển trường đối với học sinh tiểu học,1724/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài,Giáo dục tiểu học (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
113,1.005108.000.00.00.H12,Thuyên chuyển đối tượng học bổ túc trung học cơ sở,1309/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài,Giáo dục trung học (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
114,1.005378.000.00.00.H12,"Đăng ký thay đổi nội dung đăng ký hoạt động của chi nhánh, văn phòng đại diện, địa điểm kinh doanh của hợp tác xã, liên hiệp hợp tác xã",1257/QĐ-UBND,Công dân Việt Nam,"Thành lập và hoạt động của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã (Bộ Tài chính)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
115,1.005377.000.00.00.H12,"Thông báo tạm ngừng kinh doanh/ tiếp tục kinh doanh trở lại đối với hợp tác xã, liên hiệp hợp tác xã, chi nhánh, văn phòng đại diện, địa điểm kinh doanh",1257/QĐ-UBND,Công dân Việt Nam,"Thành lập và hoạt động của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã (Bộ Tài chính)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
116,1.005280.000.00.00.H12,"Đăng ký thành lập hợp tác xã, liên hiệp hợp tác xã; đăng ký chuyển đổi tổ hợp tác thành hợp tác xã; đăng ký khi hợp tác xã, liên hiệp hợp tác xã chia, tách, hợp nhất",1257/QĐ-UBND,Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Hợp tác xã,"Thành lập và hoạt động của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã (Bộ Tài chính)",UBND tỉnh Cà Mau,Cấp Bộ; Cấp Xã,Công khai,,,
117,2.002123.000.00.00.H12,"Đăng ký hoạt động chi nhánh, văn phòng đại diện, thông báo địa điểm kinh doanh",1257/QĐ-UBND,Công dân Việt Nam,"Thành lập và hoạt động của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã (Bộ Tài chính)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
118,1.005277.000.00.00.H12,"Đăng ký thay đổi nội dung đăng ký hợp tác xã, liên hiệp hợp tác xã; Đăng ký thay đổi nội dung đối với trường hợp hợp tác xã, liên hiệp hợp tác xã bị tách, nhận sáp nhập",1257/QĐ-UBND,Công dân Việt Nam; Hợp tác xã,"Thành lập và hoạt động của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã (Bộ Tài chính)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
119,2.001973.000.00.00.H12,"Cấp lại Giấy chứng nhận đăng ký hợp tác xã, Giấy chứng nhận đăng ký hoạt động chi nhánh, văn phòng đại diện, Giấy chứng nhận đăng ký địa điểm kinh doanh của hợp tác xã, liên hiệp hợp tác xã",1257/QĐ-UBND,Công dân Việt Nam,"Thành lập và hoạt động của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã (Bộ Tài chính)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
120,1.005010.000.00.00.H12,"Chấm dứt hoạt động chi nhánh, văn phòng đại diện, địa điểm kinh doanh của hợp tác xã, liên hiệp hợp tác xã",1257/QĐ-UBND,Công dân Việt Nam,"Thành lập và hoạt động của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã (Bộ Tài chính)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
121,1.004982.000.00.00.H12,"Đăng ký giải thể hợp tác xã, liên hiệp hợp tác xã",1257/QĐ-UBND,Công dân Việt Nam,"Thành lập và hoạt động của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã (Bộ Tài chính)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
122,1.004979.000.00.00.H12,"Thông báo thay đổi nội dung đăng ký hợp tác xã, liên hiệp hợp tác xã; Thông báo thay đổi nội dung đăng ký đối với hợp tác xã, liên hiệp hợp tác xã bị tách, nhận sáp nhập",1257/QĐ-UBND,Công dân Việt Nam,"Thành lập và hoạt động của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã (Bộ Tài chính)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
123,2.001958.000.00.00.H12,"Thông báo về việc thành lập doanh nghiệp của hợp tác xã, liên hiệp hợp tác xã",1257/QĐ-UBND,Công dân Việt Nam,"Thành lập và hoạt động của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã (Bộ Tài chính)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
124,1.004901.000.00.00.H12,"Cấp đổi Giấy chứng nhận đăng ký hợp tác xã, liên hiệp hợp tác xã",1257/QĐ-UBND,Công dân Việt Nam; Hợp tác xã,"Thành lập và hoạt động của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã (Bộ Tài chính)",UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
125,2.001904.000.00.00.H12,Tiếp nhận đối tượng học bổ túc trung học cơ sở,1309/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Cán bộ, công chức, viên chức",Giáo dục trung học (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
126,1.004036.000.00.00.H12,Đăng ký lại phương tiện trong trường hợp chuyển từ cơ quan đăng ký khác sang cơ quan đăng ký phương tiện thủy nội địa,890/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Hàng hải và đường thủy nội địa (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
127,2.001627.000.00.00.H12,"Phê duyệt, công bố công khai quy trình vận hành đối với công trình thủy lợi lớn và công trình thủy lợi vừa do UBND cấp tỉnh phân cấp.",735/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Thủy lợi (Bộ Nông nghiệp và Môi trường),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
128,1.003471.000.00.00.H12,"Phê duyệt đề cương, kết  quả kiểm định an toàn  đập, hồ chứa thủy lợi thuộc thẩm quyền của Chủ tịch UBND cấp xã",735/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Thủy lợi (Bộ Nông nghiệp và Môi trường),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
129,2.001659.000.00.00.H12,Xóa đăng ký phương tiện,890/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Hàng hải và đường thủy nội địa (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
130,1.003930.000.00.00.H12,Cấp lại Giấy chứng nhận đăng ký phương tiện,890/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Hàng hải và đường thủy nội địa (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
131,1.003347.000.00.00.H12,"Phê duyệt, công bố công khai quy trình vận hành hồ chứa thủy lợi thuộc thẩm quyền của Chủ tịch UBND cấp xã.",735/QĐ-UBND,"Công dân Việt Nam; Tổ chức (không bao gồm doanh nghiệp, HTX)",Thủy lợi (Bộ Nông nghiệp và Môi trường),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
132,1.006391.000.00.00.H12,Đăng ký lại phương tiện trong trường hợp chủ phương tiện thay đổi trụ sở hoặc nơi đăng ký hộ khẩu thường trú của chủ phương tiện sang đơn vị hành chính cấp tỉnh khác,890/QĐ-UBND,"Công dân Việt Nam; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Hợp tác xã",Hàng hải và đường thủy nội địa (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
133,2.001211.000.00.00.H12,"Xóa đăng ký phương tiện hoạt động vui chơi, giải trí dưới nước",1716/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Hàng hải và đường thủy nội địa (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
134,1.004002.000.00.00.H12,Đăng ký lại phương tiện trong trường hợp chuyển quyền sở hữu phương tiện nhưng không thay đổi cơ quan đăng ký phương tiện,890/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Hàng hải và đường thủy nội địa (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
135,2.001212.000.00.00.H12,"Cấp lại Giấy chứng nhận đăng ký phương tiện hoạt động vui chơi, giải trí dưới nước",1716/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Hàng hải và đường thủy nội địa (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
136,2.001711.000.00.00.H12,"Đăng ký lại phương tiện trong trường hợp phương tiện thay đổi tên, tính năng kỹ thuật",890/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Hàng hải và đường thủy nội địa (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
137,2.001214.000.00.00.H12,"Đăng ký lại phương tiện hoạt động vui chơi, giải trí dưới nước",1716/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Hàng hải và đường thủy nội địa (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
138,1.004088.000.00.00.H12,Đăng ký phương tiện lần đầu đối với phương tiện chưa khai thác trên đường thủy nội địa,890/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Hàng hải và đường thủy nội địa (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Tỉnh; Cấp Xã,Công khai,,,
139,1.001622.000.00.00.H12,Hỗ trợ ăn trưa đối với trẻ em mẫu giáo,1724/QĐ-UBND,Công dân Việt Nam,Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân (Bộ Giáo dục và Đào tạo),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
140,2.001215.000.00.00.H12,"Đăng ký phương tiện hoạt động vui chơi, giải trí dưới nước lần đầu",1716/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Hàng hải và đường thủy nội địa (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
141,2.001217.000.00.00.H12,"Đóng, không cho phép hoạt động tại vùng nước khác không thuộc vùng nước trên tuyến đường thủy nội địa, vùng nước cảng biển hoặc khu vực hàng hải, được đánh dấu, xác định vị trí bằng phao hoặc cờ hiệu có màu sắc dễ quan sát",1716/QĐ-UBND,"Công dân Việt Nam; Người Việt Nam định cư ở nước ngoài; Người nước ngoài; Doanh nghiệp; Doanh nghiệp có vốn đầu tư nước ngoài; Tổ chức (không bao gồm doanh nghiệp, HTX); Tổ chức nước ngoài; Hợp tác xã",Hàng hải và đường thủy nội địa (Bộ Xây dựng),UBND tỉnh Cà Mau,Cấp Xã,Công khai,,,
